model name,t50_panc_igg,t60_panc_igg,t70_panc_igg,t80_panc_igg,t90_panc_igg,nseq_panc_igg
IGRP_WF_10_Kf_add_dist,0.36283185840707965,0.3414454277286136,0.28982300884955753,0.084070796460177,0.07300884955752213,1356
IGRP_WF_11_Kf_add_dist,0.40707964601769914,0.1733038348082596,0.14528023598820058,0.11135693215339233,0.09513274336283185,1356
IGRP_WF_12_Kf_add_dist,0.35693215339233036,0.16592920353982302,0.1467551622418879,0.1187315634218289,0.07595870206489676,1356
IGRP_WF_13_Kf_add_dist,0.36578171091445427,0.3333333333333333,0.30383480825958703,0.11946902654867257,0.08333333333333333,1356
IGRP_WF_14_Kf_add_dist,0.16371681415929204,0.14233038348082597,0.08849557522123894,0.0715339233038348,0.06710914454277286,1356
IGRP_WF_15_Kf_add_dist,0.22418879056047197,0.20575221238938052,0.17035398230088494,0.14380530973451328,0.11578171091445427,1356
IGRP_WF_16_Kf_add_dist,0.19247787610619468,0.1275811209439528,0.09955752212389381,0.07448377581120944,0.06784660766961652,1356
IGRP_WF_17_Kf_add_dist,0.4299410029498525,0.37315634218289084,0.34292035398230086,0.3134218289085546,0.1261061946902655,1356
IGRP_WF_18_Kf_add_dist,0.16666666666666666,0.15265486725663716,0.13421828908554573,0.11799410029498525,0.08112094395280237,1356
IGRP_WF_19_Kf_add_dist,0.252212389380531,0.19837758112094395,0.13200589970501475,0.11356932153392331,0.07890855457227139,1356
IGRP_WF_1_Kf_add_dist,0.4166666666666667,0.3687315634218289,0.1570796460176991,0.09587020648967552,0.07595870206489676,1356
IGRP_WF_20_Kf_add_dist,0.3554572271386431,0.3281710914454277,0.14085545722713863,0.11135693215339233,0.06932153392330384,1356
IGRP_WF_21_Kf_add_dist,0.1887905604719764,0.12979351032448377,0.09955752212389381,0.07669616519174041,0.06489675516224189,1356
IGRP_WF_22_Kf_add_dist,0.12094395280235988,0.08997050147492626,0.08259587020648967,0.06710914454277286,0.06415929203539823,1356
IGRP_WF_23_Kf_add_dist,0.3805309734513274,0.11651917404129794,0.10029498525073746,0.07448377581120944,0.06858407079646017,1356
IGRP_WF_24_Kf_add_dist,0.19321533923303835,0.1187315634218289,0.10103244837758112,0.08628318584070796,0.06858407079646017,1356
IGRP_WF_25_Kf_add_dist,0.38495575221238937,0.36578171091445427,0.3392330383480826,0.12536873156342182,0.10988200589970501,1356
IGRP_WF_26_Kf_add_dist,0.20353982300884957,0.17772861356932154,0.1187315634218289,0.10693215339233038,0.07817109144542773,1356
IGRP_WF_27_Kf_add_dist,0.41887905604719766,0.3805309734513274,0.3466076696165192,0.3148967551622419,0.084070796460177,1356
IGRP_WF_28_Kf_add_dist,0.14233038348082597,0.12389380530973451,0.10545722713864307,0.10324483775811209,0.06710914454277286,1356
IGRP_WF_29_Kf_add_dist,0.39601769911504425,0.3547197640117994,0.16297935103244837,0.10471976401179942,0.07300884955752213,1356
IGRP_WF_2_Kf_add_dist,0.1504424778761062,0.12020648967551623,0.11061946902654868,0.0715339233038348,0.06858407079646017,1356
IGRP_WF_30_Kf_add_dist,0.15855457227138642,0.13200589970501475,0.07595870206489676,0.0700589970501475,0.06710914454277286,1356
IGRP_WF_31_Kf_add_dist,0.2676991150442478,0.20722713864306785,0.1275811209439528,0.09070796460176991,0.07669616519174041,1356
IGRP_WF_32_Kf_add_dist,0.168141592920354,0.1415929203539823,0.11356932153392331,0.06932153392330384,0.06563421828908554,1356
IGRP_WF_33_Mc_add_dist,0.415929203539823,0.37684365781710916,0.3547197640117994,0.3075221238938053,0.07964601769911504,1356
IGRP_WF_34_Mc_add_dist,0.3561946902654867,0.17256637168141592,0.1467551622418879,0.1224188790560472,0.07227138643067847,1356
IGRP_WF_35_Mc_add_dist,0.4299410029498525,0.38421828908554573,0.16592920353982302,0.13421828908554573,0.10693215339233038,1356
IGRP_WF_36_Mc_add_dist,0.3554572271386431,0.33702064896755163,0.11356932153392331,0.09292035398230089,0.07079646017699115,1356
IGRP_WF_37_Mc_add_dist,0.3945427728613569,0.19542772861356933,0.13126843657817108,0.10103244837758112,0.07890855457227139,1356
IGRP_WF_38_Mc_add_dist,0.1762536873156342,0.15265486725663716,0.09808259587020648,0.084070796460177,0.06710914454277286,1356
IGRP_WF_39_Mc_add_dist,0.2581120943952802,0.20575221238938052,0.17256637168141592,0.13938053097345132,0.09513274336283185,1356
IGRP_WF_3_Kf_add_dist,0.42920353982300885,0.38495575221238937,0.14970501474926254,0.10914454277286136,0.09070796460176991,1356
IGRP_WF_40_Mc_add_dist,0.17772861356932154,0.13569321533923304,0.10545722713864307,0.08775811209439528,0.07227138643067847,1356
IGRP_WF_41_Mc_add_dist,0.39306784660766964,0.36578171091445427,0.3274336283185841,0.10250737463126844,0.07817109144542773,1356
IGRP_WF_42_Mc_add_dist,0.3532448377581121,0.16297935103244837,0.14233038348082597,0.08775811209439528,0.0700589970501475,1356
IGRP_WF_43_Mc_add_dist,0.40634218289085544,0.3775811209439528,0.1467551622418879,0.11651917404129794,0.10545722713864307,1356
IGRP_WF_44_Mc_add_dist,0.35766961651917406,0.16224188790560473,0.11578171091445427,0.09365781710914454,0.06858407079646017,1356
IGRP_WF_45_Mc_add_dist,0.3997050147492625,0.3724188790560472,0.17182890855457228,0.09365781710914454,0.07964601769911504,1356
IGRP_WF_46_Mc_add_dist,0.18436578171091444,0.17035398230088494,0.10029498525073746,0.08775811209439528,0.06858407079646017,1356
IGRP_WF_47_Mc_add_dist,0.39306784660766964,0.20943952802359883,0.17035398230088494,0.12684365781710916,0.09955752212389381,1356
IGRP_WF_48_Mc_add_dist,0.37684365781710916,0.14233038348082597,0.10398230088495575,0.08775811209439528,0.0700589970501475,1356
IGRP_WF_49_Mc_add_dist,0.4033923303834808,0.37168141592920356,0.3215339233038348,0.09808259587020648,0.084070796460177,1356
IGRP_WF_4_Kf_add_dist,0.18952802359882007,0.15634218289085547,0.10545722713864307,0.084070796460177,0.07374631268436578,1356
IGRP_WF_50_Mc_add_dist,0.34513274336283184,0.3281710914454277,0.0943952802359882,0.07448377581120944,0.06637168141592921,1356
IGRP_WF_51_Mc_add_dist,0.2153392330383481,0.19542772861356933,0.17182890855457228,0.1430678466076696,0.11209439528023599,1356
IGRP_WF_52_Mc_add_dist,0.3561946902654867,0.13421828908554573,0.11061946902654868,0.08185840707964602,0.07227138643067847,1356
IGRP_WF_53_Mc_add_dist,0.40707964601769914,0.16002949852507375,0.13716814159292035,0.0943952802359882,0.07743362831858407,1356
IGRP_WF_54_Mc_add_dist,0.17551622418879056,0.11504424778761062,0.0943952802359882,0.07079646017699115,0.06710914454277286,1356
IGRP_WF_55_Mc_add_dist,0.21755162241887904,0.1873156342182891,0.16297935103244837,0.13938053097345132,0.0943952802359882,1356
IGRP_WF_56_Mc_add_dist,0.1976401179941003,0.13348082595870206,0.09882005899705015,0.08480825958702065,0.07300884955752213,1356
IGRP_WF_57_Mc_add_dist,0.4078171091445428,0.3775811209439528,0.14823008849557523,0.09882005899705015,0.07890855457227139,1356
IGRP_WF_58_Mc_add_dist,0.34513274336283184,0.1556047197640118,0.13274336283185842,0.11504424778761062,0.06784660766961652,1356
IGRP_WF_59_Mc_add_dist,0.4004424778761062,0.17920353982300885,0.14823008849557523,0.12094395280235988,0.10250737463126844,1356
IGRP_WF_5_Kf_add_dist,0.41887905604719766,0.37610619469026546,0.1430678466076696,0.10766961651917405,0.07964601769911504,1356
IGRP_WF_60_Mc_add_dist,0.3532448377581121,0.31563421828908556,0.10398230088495575,0.07817109144542773,0.06932153392330384,1356
IGRP_WF_61_Mc_add_dist,0.3974926253687316,0.18584070796460178,0.1290560471976401,0.10471976401179942,0.08185840707964602,1356
IGRP_WF_62_Mc_add_dist,0.15634218289085547,0.1364306784660767,0.1224188790560472,0.07964601769911504,0.06710914454277286,1356
IGRP_WF_63_Mc_add_dist,0.4144542772861357,0.16887905604719763,0.14823008849557523,0.1261061946902655,0.09955752212389381,1356
IGRP_WF_64_Mc_add_dist,0.3812684365781711,0.13495575221238937,0.10693215339233038,0.08333333333333333,0.06784660766961652,1356
IGRP_WF_65_Mc_add_dist,0.4004424778761062,0.36578171091445427,0.33997050147492625,0.13421828908554573,0.12168141592920353,1356
IGRP_WF_66_Mc_add_dist,0.1733038348082596,0.13864306784660768,0.12831858407079647,0.08259587020648967,0.06858407079646017,1356
IGRP_WF_67_Mc_add_dist,0.4351032448377581,0.3974926253687316,0.3466076696165192,0.3148967551622419,0.12979351032448377,1356
IGRP_WF_68_Mc_add_dist,0.3414454277286136,0.16002949852507375,0.1084070796460177,0.08775811209439528,0.08112094395280237,1356
IGRP_WF_69_Mc_add_dist,0.20501474926253688,0.15634218289085547,0.13495575221238937,0.08185840707964602,0.06784660766961652,1356
IGRP_WF_6_Kf_add_dist,0.3495575221238938,0.13864306784660768,0.1261061946902655,0.07300884955752213,0.0029498525073746312,1356
IGRP_WF_70_Mc_add_dist,0.13864306784660768,0.12094395280235988,0.08185840707964602,0.06637168141592921,0.06489675516224189,1356
IGRP_WF_71_Mc_add_dist,0.20575221238938052,0.16371681415929204,0.10914454277286136,0.08775811209439528,0.07743362831858407,1356
IGRP_WF_72_Mc_add_dist,0.15117994100294985,0.13200589970501475,0.12020648967551623,0.06710914454277286,0.06489675516224189,1356
IGRP_WF_73_Mc_add_dist,0.4033923303834808,0.3797935103244838,0.3502949852507375,0.15339233038348082,0.12536873156342182,1356
IGRP_WF_74_Mc_add_dist,0.18215339233038347,0.14601769911504425,0.13126843657817108,0.10914454277286136,0.0700589970501475,1356
IGRP_WF_75_Mc_add_dist,0.41519174041297935,0.37684365781710916,0.34513274336283184,0.14896755162241887,0.09218289085545722,1356
IGRP_WF_76_Mc_add_dist,0.34365781710914456,0.32448377581120946,0.1364306784660767,0.08628318584070796,0.07890855457227139,1356
IGRP_WF_77_Mc_add_dist,0.37389380530973454,0.1592920353982301,0.13864306784660768,0.12463126843657817,0.09955752212389381,1356
IGRP_WF_78_Mc_add_dist,0.14380530973451328,0.13053097345132744,0.11799410029498525,0.07817109144542773,0.06489675516224189,1356
IGRP_WF_79_Mc_add_dist,0.39601769911504425,0.17920353982300885,0.15486725663716813,0.13421828908554573,0.07079646017699115,1356
IGRP_WF_7_Kf_add_dist,0.441740412979351,0.24705014749262535,0.18141592920353983,0.1430678466076696,0.11135693215339233,1356
IGRP_WF_80_Mc_add_dist,0.17699115044247787,0.14380530973451328,0.09070796460176991,0.07227138643067847,0.06710914454277286,1356
IGRP_WF_81_Mc_add_dist,0.4026548672566372,0.3694690265486726,0.1592920353982301,0.13053097345132744,0.07300884955752213,1356
IGRP_WF_82_Mc_add_dist,0.16740412979351033,0.1430678466076696,0.08923303834808259,0.07079646017699115,0.06637168141592921,1356
IGRP_WF_83_Mc_add_dist,0.40707964601769914,0.3613569321533923,0.32669616519174044,0.13864306784660768,0.07743362831858407,1356
IGRP_WF_84_Mc_add_dist,0.1851032448377581,0.1570796460176991,0.1290560471976401,0.07595870206489676,0.06784660766961652,1356
IGRP_WF_85_Mc_add_dist,0.19321533923303835,0.15191740412979352,0.13053097345132744,0.0715339233038348,0.06637168141592921,1356
IGRP_WF_86_Mc_add_dist,0.11356932153392331,0.08997050147492626,0.07964601769911504,0.06563421828908554,0.06415929203539823,1356
IGRP_WF_87_Mc_add_dist,0.22418879056047197,0.16666666666666666,0.10398230088495575,0.08997050147492626,0.07079646017699115,1356
IGRP_WF_88_Mc_add_dist,0.1607669616519174,0.140117994100295,0.09070796460176991,0.07300884955752213,0.06784660766961652,1356
IGRP_WF_89_Mc_add_dist,0.3938053097345133,0.3672566371681416,0.3325958702064897,0.13938053097345132,0.08775811209439528,1356
IGRP_WF_8_Kf_add_dist,0.19321533923303835,0.11504424778761062,0.09218289085545722,0.0803834808259587,0.0715339233038348,1356
IGRP_WF_90_Mc_add_dist,0.17182890855457228,0.1415929203539823,0.10988200589970501,0.10324483775811209,0.06784660766961652,1356
IGRP_WF_91_Mc_add_dist,0.38569321533923306,0.3554572271386431,0.16150442477876106,0.13864306784660768,0.0752212389380531,1356
IGRP_WF_92_Mc_add_dist,0.17256637168141592,0.14454277286135694,0.09218289085545722,0.08185840707964602,0.06637168141592921,1356
IGRP_WF_93_Mc_add_dist,0.37610619469026546,0.18657817109144542,0.140117994100295,0.09070796460176991,0.06710914454277286,1356
IGRP_WF_94_Mc_add_dist,0.14380530973451328,0.12684365781710916,0.08185840707964602,0.06858407079646017,0.06415929203539823,1356
IGRP_WF_95_Mc_add_dist,0.4174041297935103,0.20206489675516223,0.1570796460176991,0.13569321533923304,0.07079646017699115,1356
IGRP_WF_96_Mc_add_dist,0.168141592920354,0.1467551622418879,0.08259587020648967,0.07374631268436578,0.06637168141592921,1356
IGRP_WF_9_Kf_add_dist,0.40412979351032446,0.19837758112094395,0.13053097345132744,0.10619469026548672,0.09292035398230089,1356
